,0,1,2,3,4,5,6,7,8,9
71,"['D', 'E', 'D', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'B', 'A']"
72,"['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']"
73,"['D', 'C', 'D', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'D', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'D', 'C', 'B', 'A']"
74,"['D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'E', 'F', 'G']"
75,"['D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'B', 'A']"
76,"['D', 'C', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'C', 'B', 'A']"
77,"['D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'G']"
78,"['D', 'E', 'D', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'B', 'A']"
79,"['D', 'E', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'G']"
80,"['D', 'C', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']"
81,"['D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'A']"
82,"['D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'E', 'F', 'G']"
83,"['D', 'E', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'A']"
84,"['D', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'D', 'E', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'B', 'A']"
85,"['D', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'G']"
86,"['D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'E', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'F', 'E', 'F', 'G']"
87,"['D', 'C', 'B', 'C', 'B', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'F', 'G']"
88,"['D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']"
89,"['D', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'F', 'G']"
90,"['D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'A']"
91,"['D', 'C', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'D', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']"
92,"['D', 'E', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']"
93,"['D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'D', 'C', 'B', 'A']"
94,"['D', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'D', 'E', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'C', 'B', 'A']"
95,"['D', 'E', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'E', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'B', 'A']"
96,"['D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'F', 'G']","['D', 'C', 'B', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'G']"
97,"['D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'F', 'E', 'F', 'G']"
98,"['D', 'E', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'B', 'A']","['D', 'E', 'F', 'G']","['D', 'C', 'B', 'A']","['D', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'B', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'F', 'G']","['D', 'C', 'D', 'C', 'B', 'A']"
99,"['D', 'C', 'B', 'C', 'B', 'A']","['D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'D', 'E', 'F', 'G']","['D', 'E', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'C', 'B', 'A']","['D', 'C', 'D', 'E', 'D', 'C', 'D', 'C', 'B', 'A']","['D', 'E', 'D', 'C', 'B', 'C', 'B', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'F', 'E', 'D', 'C', 'B', 'C', 'B', 'A']"
